game_id,title,developer,genre,release_date,release_month,release_day_of_week,price_usd,is_f2p,has_launch_discount,launch_discount_pct,tags,n_tags,has_early_access,has_multiplayer,has_controller_support,developer_prior_titles,developer_years_active,developer_avg_prior_rating,developer_is_established,wishlists,has_demo,demo_conversion_rate,marketing_score,reviews_24h,positive_ratio,peak_ccu_24h,review_velocity_per_hour,refund_rate,median_playtime_24h,launch_success_score
SG-2006,Chronicles of Frontier,Shadow Collective,Simulation,2023-03-05,3,Sunday,14.99,False,True,15,Sandbox|Crafting|Souls-like|Dark|Music|Post-Apocalyptic|Narrative,7,False,False,False,3,3,0.722,False,2847,False,,38.0,65,0.703,246,2.71,0.097,2.12,48.8
SG-2007,Citadel,Nexus Collective,Casual,2021-12-30,12,Thursday,14.99,False,True,15,Cute|Turn-Based|Controller Support|Sandbox|2D|Post-Apocalyptic|Tower Defense,7,False,False,True,1,4,0.661,False,5305,False,,0.0,23,0.288,38,0.96,0.31,1.4,27.07
SG-2008,Golden Nexus,Storm Interactive,Indie,2020-10-02,10,Friday,9.99,False,True,25,2D|Singleplayer|Fantasy|Relaxing|Base Building|Online Co-op|Co-op|Farming,8,False,True,False,1,1,0.72,False,95903,True,0.15,24.4,2632,0.823,6960,109.67,0.127,3.91,92.78
SG-2009,Forge,Lunar Labs,Simulation,2023-06-23,6,Friday,9.99,False,True,20,Management|Sandbox|Crafting|City Builder|Post-Apocalyptic|Card Game|Open World,7,False,False,False,0,3,0.594,False,280,False,,58.2,1,0.592,11,0.04,0.219,1.24,35.8
SG-2010,Zenith of Protocol,Pixel Software,Adventure,2021-08-23,8,Monday,24.99,False,False,0,Exploration|Atmospheric|Narrative|Procedural Generation|Farming|Controller Support|Cute|Singleplayer,8,False,False,True,0,8,0.821,False,6333,False,,53.3,41,0.332,148,1.71,0.286,0.2,23.9
SG-2011,Bastion of Rift,Void Media,Adventure,2020-07-23,7,Thursday,0.0,True,False,0,Exploration|Atmospheric|Singleplayer|Bullet Hell|Crafting,5,False,False,False,2,3,0.713,False,3095,True,0.041,24.9,67,0.683,97,2.79,0.149,3.68,51.33
SG-2012,Citadel of Kingdom,Titan Labs,RPG,2022-03-08,3,Tuesday,4.99,False,True,15,Fantasy|Choices Matter|Turn-Based|Crafting,4,False,False,False,1,5,0.416,False,382,False,,52.0,1,0.35,5,0.04,0.28,0.2,22.37
SG-2013,The Sanctum,Azure Studios,Indie,2020-12-11,12,Friday,24.99,False,False,0,Pixel Graphics|2D|Singleplayer|Retro|Atmospheric,5,False,False,False,0,1,0.539,True,1901,False,,57.1,40,0.467,52,1.67,0.22,1.48,34.91
SG-2014,Frontier of Eclipse,Rogue Creations,Horror,2020-07-31,7,Friday,59.99,False,False,0,Dark|3D|Co-op|Controller Support|Choices Matter|Hack and Slash|Fishing|Fast-Paced,8,False,True,True,0,1,0.472,False,3700,False,,9.8,16,0.355,55,0.67,0.322,0.89,26.13
SG-2015,Forgotten Realm,Pixel Studios,Simulation,2022-10-19,10,Wednesday,29.99,False,True,20,Relaxing|City Builder|Base Building|PvE,4,False,False,False,4,3,0.765,False,2342,True,0.097,52.7,37,0.84,189,1.54,0.064,4.32,56.46
SG-2016,Realm of Haven,Shadow Games,Action,2023-03-15,3,Wednesday,14.99,False,False,0,Hack and Slash|3D|Controller Support|Competitive|Bullet Hell|Pixel Graphics|Exploration|Crafting,8,False,False,True,4,1,0.478,False,9401,False,,80.7,340,0.696,751,14.17,0.166,1.95,59.72
SG-2017,Sanctum,Lunar Creations,Indie,2021-01-20,1,Wednesday,29.99,False,False,0,2D|Difficult|Singleplayer|Pixel Graphics|Farming|Exploration,6,False,False,False,4,1,0.406,True,3378,False,,35.6,36,0.549,87,1.5,0.139,1.49,38.61
SG-2018,Legacy,Lunar Productions,Roguelike,2020-05-18,5,Monday,29.99,False,True,20,Procedural Generation|Difficult|Fast-Paced|Sci-Fi|Sandbox|Music|Dark,7,False,False,False,4,1,0.965,False,274,False,,1.3,4,0.629,7,0.17,0.168,2.04,41.74
SG-2019,Dominion,Titan Creations,Platformer,2020-06-27,6,Saturday,24.99,False,False,0,2D|Difficult|Singleplayer|Retro|PvP|Turn-Based|Hack and Slash|Cooking,8,False,True,False,1,7,0.743,False,3647,False,,93.6,101,0.785,301,4.21,0.083,3.24,57.56
SG-2020,Eclipse,Nova Arts,Simulation,2022-12-15,12,Thursday,19.99,False,False,0,Management|Sandbox|Relaxing|City Builder|Competitive|2D|3D|Co-op,8,False,True,False,0,15,0.288,False,5855,False,,25.6,58,0.552,281,2.42,0.171,1.1,37.93
SG-2021,Haven of Exodus,Titan Collective,Strategy,2022-05-07,5,Saturday,9.99,False,True,20,Turn-Based|Real-Time|Management|Co-op|Hack and Slash,5,False,True,False,0,1,0.775,False,89,False,,58.0,1,0.425,5,0.04,0.2,1.48,32.24
SG-2022,The Nexus,Pixel Labs,Strategy,2022-09-09,9,Friday,14.99,False,True,10,Real-Time|Tactical|Base Building|Narrative|Bullet Hell|Music|3D,7,False,False,False,1,5,0.496,False,2384,False,,75.7,28,0.606,106,1.17,0.216,2.84,45.69
SG-2023,Sanctum,Shadow Studios,Casual,2020-01-23,1,Thursday,0.0,True,False,0,Relaxing|Cute|Puzzle|Singleplayer,4,False,False,False,0,2,0.721,False,837,False,,75.3,30,0.581,81,1.25,0.121,1.85,41.41
SG-2024,Kingdom of Horizon,Nexus Labs,Platformer,2020-05-13,5,Wednesday,14.99,False,False,0,2D|Singleplayer|Retro|Sandbox|Early Access|Sci-Fi|Narrative|Post-Apocalyptic,8,True,False,False,3,1,0.676,False,1468,False,,61.7,36,0.526,14,1.5,0.152,1.99,39.97
SG-2025,Abyss,Silver Media,Action,2022-09-17,9,Saturday,19.99,False,True,15,Fast-Paced|Controller Support|Competitive|Atmospheric|2D|Open World|3D,7,False,False,True,0,2,0.686,True,58055,True,0.179,38.6,2884,0.858,3736,120.17,0.086,3.87,89.39
SG-2026,Chronicles of Citadel,Golden Works,Strategy,2022-09-21,9,Wednesday,49.99,False,False,0,Turn-Based|Real-Time|Tactical|Management|3D,5,False,False,False,4,4,0.664,True,707,False,,20.4,1,0.413,5,0.04,0.249,0.91,28.25
SG-2027,Inferno of Bastion,Storm Media,Indie,2021-06-09,6,Wednesday,19.99,False,False,0,Pixel Graphics|2D|Singleplayer|Deck Building|Management|Story Rich|Atmospheric,7,False,False,False,3,1,0.492,True,165330,False,,80.9,4580,0.694,12787,190.83,0.143,3.09,88.66
SG-2028,The Kingdom,Neon Forge,Sports,2022-11-07,11,Monday,9.99,False,True,20,Competitive|Controller Support|3D|Fishing|PvP|Tactical|Metroidvania,7,False,True,True,3,1,0.568,False,4285,False,,60.9,151,0.904,94,6.29,0.023,4.01,63.2
SG-2029,Crimson Legacy,Golden Interactive,Platformer,2021-03-22,3,Monday,14.99,False,False,0,2D|Difficult|Singleplayer|Retro|Tactical|Fantasy,6,False,False,False,8,6,0.511,False,8410,False,,52.8,134,0.472,429,5.58,0.206,0.98,38.02
SG-2030,Kingdom,Shadow Games,Indie,2022-08-06,8,Saturday,14.99,False,False,0,Pixel Graphics|2D|Retro|Atmospheric|Moddable|Souls-like,6,False,False,False,4,1,0.478,False,6875,False,,35.5,61,0.517,90,2.54,0.177,0.62,33.77
SG-2031,Hidden Odyssey,Neon Entertainment,Strategy,2023-08-22,8,Tuesday,19.99,False,True,25,Real-Time|Tactical|Management|Base Building|Deck Building,5,False,False,False,4,1,0.477,True,3658,False,,0.0,46,0.821,292,1.92,0.128,3.49,55.72
SG-2032,Ancient Kingdom,Nova Studios,Action,2022-04-26,4,Tuesday,9.99,False,False,0,Fast-Paced|Card Game|PvE|Competitive|Cute|Choices Matter|Singleplayer,7,False,False,False,5,1,0.923,False,70806,False,,15.4,1506,0.667,3821,62.75,0.134,3.14,83.27
SG-2033,Iron Protocol,Lunar Creations,Casual,2022-01-11,1,Tuesday,39.99,False,False,0,Relaxing|Retro|Online Co-op|Cooking|Farming|Hack and Slash|Base Building,7,False,True,False,4,1,0.406,True,20064,False,,62.7,293,0.544,867,12.21,0.214,2.06,53.6
SG-2034,Eternal Sanctum,Neon Labs,Indie,2020-03-01,3,Sunday,24.99,False,False,0,Retro|Atmospheric|Base Building|3D|Music,5,False,False,False,0,2,0.627,False,158,False,,41.2,1,0.319,5,0.04,0.264,0.48,23.05
SG-2035,Wasteland,Iron Digital,Casual,2022-11-19,11,Saturday,9.99,False,False,0,Relaxing|Puzzle|Singleplayer|Hack and Slash|Retro,5,False,False,False,1,3,0.666,False,11149,False,,37.1,360,0.645,765,15.0,0.134,4.47,64.78
SG-2036,The Eclipse,Titan Media,Horror,2021-07-18,7,Sunday,9.99,False,False,0,Dark|Atmospheric|Story Rich|Tactical|Fantasy,5,False,False,False,2,8,0.574,False,810,False,,0.0,19,0.714,35,0.79,0.071,3.24,51.27
SG-2037,The Nexus,Lunar Games,Adventure,2021-01-08,1,Friday,9.99,False,False,0,Story Rich|Exploration|Atmospheric|Singleplayer|Sci-Fi|Controller Support,6,False,False,True,0,4,0.375,False,1389,False,,1.1,28,0.494,41,1.17,0.22,1.79,36.75
SG-2038,Odyssey of Exodus,Nova Creations,Indie,2020-06-27,6,Saturday,49.99,False,True,15,Retro|Atmospheric|Cooking|Music,4,False,False,False,0,3,0.595,False,39228,False,,4.3,971,0.476,1891,40.46,0.175,1.15,59.98
SG-2039,Wasteland of Exodus,Ember Productions,Adventure,2021-05-07,5,Friday,14.99,False,False,0,Story Rich|Exploration|Atmospheric|Singleplayer|Narrative|Cute|Choices Matter|Pixel Graphics,8,False,False,False,3,10,0.621,False,2053,True,0.106,80.4,29,0.669,167,1.21,0.128,3.01,49.97
SG-2040,The Chronicles,Storm Media,RPG,2021-11-02,11,Tuesday,19.99,False,False,0,Open World|Sci-Fi|Sandbox|Management|Competitive,5,False,False,False,3,1,0.492,True,5808,False,,82.8,226,0.705,528,9.42,0.12,2.64,58.7
SG-2041,The Realm,Obsidian Media,Casual,2021-09-08,9,Wednesday,19.99,False,False,0,Relaxing|Cute|2D|Puzzle|Early Access|Controller Support,6,True,False,True,0,1,0.845,False,2032,False,,71.5,58,0.863,106,2.42,0.127,3.12,56.72
SG-2042,Wasteland,Frost Entertainment,Casual,2022-11-28,11,Monday,29.99,False,False,0,Cute|2D|Puzzle|Singleplayer|Pixel Graphics|Dark|Post-Apocalyptic|Souls-like,8,False,False,False,0,3,0.675,False,2487,False,,61.7,130,0.859,173,5.42,0.01,5.79,61.51
SG-2043,Silent Odyssey,Golden Digital,RPG,2023-07-04,7,Tuesday,24.99,False,False,0,Story Rich|Fantasy|Fast-Paced|Farming|2D|Metroidvania|Tower Defense,7,False,False,False,0,1,0.658,False,24363,False,,49.6,167,0.536,591,6.96,0.232,0.71,40.2
SG-2044,Chronicles,Storm Games,Racing,2023-11-29,11,Wednesday,9.99,False,False,0,Fast-Paced|Multiplayer|Controller Support|3D|Competitive|Co-op|Difficult,7,False,True,True,5,5,0.856,False,482,False,,17.7,18,0.689,10,0.75,0.12,2.31,46.19
SG-2045,Realm,Azure Entertainment,Adventure,2020-06-19,6,Friday,14.99,False,True,20,Exploration|Singleplayer|Narrative|Bullet Hell|3D,5,False,False,False,0,8,0.751,False,155,False,,35.3,4,0.702,8,0.17,0.172,3.13,48.68
SG-2046,The Kingdom,Nova Creations,Simulation,2023-07-28,7,Friday,14.99,False,False,0,Management|Sandbox|City Builder|Card Game|Exploration|Fast-Paced|Singleplayer,7,False,False,False,0,3,0.595,False,3355,False,,74.8,83,0.62,175,3.46,0.151,0.6,38.34
SG-2047,The Exodus,Shadow Forge,Action,2020-12-18,12,Friday,19.99,False,False,0,Fast-Paced|Hack and Slash|3D|Controller Support|Competitive|Relaxing|Atmospheric,7,False,False,True,3,5,0.71,False,2714,False,,33.1,45,0.364,21,1.88,0.221,2.38,36.39
SG-2048,Sanctum,Silver Collective,Action,2021-10-10,10,Sunday,24.99,False,True,10,Fast-Paced|3D|Competitive|Souls-like|Story Rich|Exploration|Difficult,7,False,False,False,4,1,0.898,False,588,False,,3.6,16,0.593,6,0.67,0.188,0.37,32.51
SG-2049,The Horizon,Lunar Studios,Strategy,2021-09-27,9,Monday,4.99,False,False,0,Real-Time|Moddable|Management|Anime|Base Building|Music,6,False,False,False,3,7,0.799,False,1492,False,,27.4,17,0.772,24,0.71,0.11,2.83,51.43
SG-2050,The Dominion,Storm Collective,Indie,2021-09-22,9,Wednesday,24.99,False,False,0,Pixel Graphics|2D|Retro|Atmospheric|Turn-Based|Anime|Relaxing|PvE,8,False,False,False,5,4,0.715,False,101,False,,62.5,1,0.848,13,0.04,0.056,2.27,51.01
SG-2051,Dominion of Abyss,Ember Software,Indie,2021-05-16,5,Sunday,4.99,False,True,20,Pixel Graphics|2D|Singleplayer|Retro|Moddable|PvE|Narrative|Dark,8,False,False,False,4,5,0.75,False,113278,False,,60.1,3123,0.562,4896,130.12,0.209,1.57,76.18
SG-2052,The Rift,Obsidian Labs,Roguelike,2021-10-03,10,Sunday,39.99,False,False,0,Difficult|Pixel Graphics|Fast-Paced|Post-Apocalyptic|City Builder,5,False,False,False,3,4,0.672,False,4334,False,,0.0,29,0.443,81,1.21,0.217,0.69,29.94
SG-2053,Fallen Horizon,Void Workshop,Horror,2022-04-14,4,Thursday,19.99,False,True,20,Atmospheric|Singleplayer|3D|Fantasy|Moddable,5,False,False,False,1,1,0.675,False,977,False,,65.8,5,0.417,9,0.21,0.232,0.2,25.28
SG-2054,Nexus,Neon Digital,Platformer,2020-12-27,12,Sunday,29.99,False,False,0,Difficult|Singleplayer|Retro|Cooking|Metroidvania|Fishing,6,False,False,False,4,5,0.82,False,6545,False,,29.1,77,0.703,463,3.21,0.123,4.31,54.19
SG-2055,Haven,Shadow Creations,Strategy,2021-03-30,3,Tuesday,24.99,False,True,10,Turn-Based|Management|Base Building|Online Co-op,4,False,True,False,7,9,0.922,True,3586,False,,75.5,179,0.802,479,7.46,0.026,4.21,62.74
SG-2056,Haven of Chronicles,Pixel Collective,Puzzle,2022-01-16,1,Sunday,24.99,False,True,20,Singleplayer|Relaxing|2D|Narrative|PvE,5,False,False,False,2,2,0.627,False,2372,False,,63.5,25,0.682,209,1.04,0.099,2.97,50.66
SG-2057,Depths of Zenith,Apex Works,Action,2022-09-13,9,Tuesday,24.99,False,False,0,Hack and Slash|3D|VR|Music|Sandbox|Co-op|Procedural Generation|Competitive,8,False,True,False,11,2,0.645,False,3815,False,,67.9,141,0.703,293,5.88,0.107,2.88,55.7
SG-2058,The Bastion,Frost Productions,Casual,2021-09-15,9,Wednesday,9.99,False,True,20,Relaxing|Cute|2D|Puzzle|Singleplayer,5,False,False,False,3,3,0.794,False,29454,False,,40.3,485,0.685,1448,20.21,0.108,2.96,73.96
SG-2059,Fallen Bastion,Azure Games,Action,2020-07-12,7,Sunday,29.99,False,True,15,Controller Support|Competitive|Cooking|Singleplayer|3D|Relaxing|2D,7,False,False,True,12,10,0.773,False,17338,False,,17.7,326,0.604,653,13.58,0.2,3.4,60.77
SG-2060,Depths of Frontier,Void Entertainment,Casual,2021-07-09,7,Friday,19.99,False,False,0,Relaxing|Cute|Sandbox|Story Rich|Post-Apocalyptic,5,False,False,False,1,5,0.827,False,474,False,,0.0,10,0.58,8,0.42,0.102,2.41,43.36
SG-2061,Neon Eclipse,Crimson Games,Simulation,2023-11-15,11,Wednesday,29.99,False,False,0,Management|Sandbox|Crafting|Relaxing|City Builder|Real-Time,6,False,False,False,1,2,0.936,False,94,False,,28.6,3,0.966,8,0.12,0.067,4.88,58.13
SG-2062,Chronicles,Silver Studios,Adventure,2020-02-27,2,Thursday,14.99,False,False,0,Singleplayer|Real-Time|Cooking|Management|Card Game|Turn-Based|Moddable,7,False,False,False,0,1,0.823,False,1282,False,,88.5,48,0.694,98,2.0,0.104,3.99,51.57
SG-2063,Protocol of Eclipse,Void Arts,Visual Novel,2021-06-01,6,Tuesday,49.99,False,True,20,Anime|Choices Matter|2D|Retro,4,False,False,False,0,4,0.907,True,3887,False,,68.9,51,0.623,105,2.12,0.235,0.42,34.72
SG-2064,Protocol of Zenith,Crystal Interactive,Action,2022-06-07,6,Tuesday,24.99,False,False,0,Fast-Paced|Controller Support|Competitive|Cooking|Singleplayer|Farming|Co-op|Anime,8,False,True,True,3,6,0.98,False,9144,False,,48.6,123,0.472,91,5.12,0.24,1.99,40.78
SG-2065,Wasteland,Nova Arts,Puzzle,2022-04-22,4,Friday,4.99,False,True,15,Relaxing|2D|Narrative|City Builder,4,False,False,False,0,15,0.288,False,3235,False,,88.5,111,0.758,311,4.62,0.157,2.65,54.32
SG-2066,Neon Chronicles,Crimson Productions,Casual,2022-02-28,2,Monday,29.99,False,False,0,Cute|Puzzle|Singleplayer|Open World|Co-op|Narrative,6,False,True,False,1,10,0.79,False,8010,False,,58.7,201,0.764,588,8.38,0.088,3.44,61.98
SG-2067,The Chronicles,Titan Media,Indie,2021-08-22,8,Sunday,19.99,False,True,15,Retro|Atmospheric|Sci-Fi|City Builder|Early Access,5,True,False,False,2,8,0.574,False,571,False,,6.5,1,0.327,5,0.04,0.242,0.4,23.26
SG-2068,Horizon of Dominion,Golden Media,Racing,2022-11-15,11,Tuesday,4.99,False,False,0,Fast-Paced|Multiplayer|Bullet Hell|Management|Competitive|Farming|Post-Apocalyptic,7,False,True,False,3,12,0.668,True,303,False,,39.5,9,0.71,8,0.38,0.062,2.89,50.19
SG-2069,Exodus,Nova Studios,Survival,2021-09-14,9,Tuesday,9.99,False,False,0,Crafting|Open World|Multiplayer|Base Building,4,False,True,False,5,1,0.923,False,3195,False,,30.6,63,0.682,71,2.62,0.14,4.08,51.18
SG-2070,The Forge,Shadow Studios,Adventure,2023-06-27,6,Tuesday,39.99,False,False,0,Story Rich|Exploration|Narrative|Choices Matter|Cooking|Dark|PvP,7,False,True,False,0,2,0.721,False,461,False,,50.4,13,0.813,43,0.54,0.153,3.76,52.79
SG-2071,Horizon,Azure Software,Sports,2020-12-23,12,Wednesday,59.99,False,False,0,Multiplayer|Competitive|Controller Support|PvE,4,False,True,True,0,5,0.736,False,2337,False,,56.0,115,0.862,237,4.79,0.034,4.91,60.9
SG-2072,Frost Zenith,Golden Media,Action,2020-02-06,2,Thursday,19.99,False,True,25,Hack and Slash|3D|Competitive|VR|Online Co-op,5,False,True,False,3,12,0.668,True,416,True,0.023,38.9,5,0.587,17,0.21,0.16,2.45,42.76
SG-2073,Exodus,Azure Entertainment,Indie,2021-11-10,11,Wednesday,4.99,False,True,15,Pixel Graphics|2D|Singleplayer|Retro,4,False,False,False,0,8,0.751,False,364,False,,56.5,15,0.796,35,0.62,0.11,3.42,52.97
SG-2074,The Citadel,Nexus Creations,Adventure,2023-06-23,6,Friday,9.99,False,False,0,Atmospheric|Narrative|Management|Hack and Slash|City Builder|Sci-Fi|PvE,7,False,False,False,2,10,0.732,False,6221,False,,24.0,19,0.378,131,0.79,0.234,0.64,27.3
SG-2075,Eclipse,Neon Labs,Action,2021-02-11,2,Thursday,9.99,False,True,15,Fast-Paced|3D|Competitive|Sandbox|Controller Support,5,False,False,True,0,2,0.627,False,221,False,,20.8,6,0.708,15,0.25,0.156,2.5,46.73
SG-2076,The Protocol,Frost Entertainment,Horror,2022-10-30,10,Sunday,19.99,False,False,0,Dark|Story Rich|3D|Card Game|PvE|Choices Matter|VR|Fantasy,8,False,False,False,0,3,0.675,False,20186,True,0.181,92.9,499,0.606,968,20.79,0.215,1.74,62.46
SG-2077,The Haven,Iron Software,Indie,2021-05-17,5,Monday,39.99,False,False,0,2D|Retro|Atmospheric|Anime|Fishing|Controller Support|Narrative|Difficult,8,False,False,True,2,2,0.545,False,1372,True,0.21,64.5,39,0.778,117,1.62,0.128,2.7,51.91
SG-2078,Depths,Crystal Interactive,Indie,2023-10-06,10,Friday,29.99,False,False,0,Pixel Graphics|Singleplayer|Retro|Atmospheric|Online Co-op|Crafting|2D,7,False,True,False,3,6,0.98,False,1713,False,,4.6,23,0.468,70,0.96,0.199,2.08,37.67
SG-2079,The Legends,Silver Digital,Action,2020-08-02,8,Sunday,9.99,False,False,0,Fast-Paced|Hack and Slash|3D|Competitive|Anime|Base Building|2D|Story Rich,8,False,False,False,6,18,0.752,False,8933,False,,11.6,136,0.616,366,5.67,0.19,1.32,44.13
SG-2080,Iron Exodus,Storm Media,Strategy,2021-09-06,9,Monday,4.99,False,False,0,Tactical|Base Building|Bullet Hell|VR|Difficult|Controller Support|PvE,7,False,False,True,3,1,0.492,True,78,True,0.03,78.6,1,0.695,5,0.04,0.086,4.55,49.62
SG-2081,The Kingdom,Neon Interactive,Indie,2023-10-19,10,Thursday,9.99,False,False,0,Pixel Graphics|2D|Singleplayer|PvE|Open World|Turn-Based|PvP,7,False,True,False,4,4,0.472,False,267,False,,67.6,9,0.652,19,0.38,0.104,1.35,40.2
SG-2082,Shadow Legends,Nexus Arts,Platformer,2020-04-02,4,Thursday,4.99,False,False,0,2D|Retro|VR|Turn-Based|Competitive|Fantasy,6,False,False,False,0,7,0.492,False,2355,False,,36.5,9,0.399,5,0.38,0.277,0.2,24.18
SG-2083,Crimson Protocol,Pixel Entertainment,Action,2021-10-26,10,Tuesday,14.99,False,False,0,Fast-Paced|3D|Controller Support|Turn-Based|Narrative|Anime|2D,7,False,False,True,6,11,0.445,False,9994,False,,35.9,200,0.712,720,8.33,0.099,1.0,50.75
SG-2084,Haven of Chronicles,Frost Productions,Strategy,2021-09-20,9,Monday,59.99,False,False,0,Turn-Based|Tactical|Management|Base Building|Online Co-op,5,False,True,False,3,3,0.794,False,1199,True,0.096,73.5,9,0.467,22,0.38,0.285,0.94,29.91
SG-2085,Golden Frontier,Pixel Labs,Sports,2021-12-25,12,Saturday,9.99,False,False,0,Multiplayer|Competitive|PvP|Card Game,4,False,True,False,1,5,0.496,False,43644,False,,48.3,553,0.72,2052,23.04,0.137,3.43,77.75
SG-2086,Endless Realm,Storm Media,Strategy,2022-07-06,7,Wednesday,24.99,False,True,20,Turn-Based|Management|Base Building|Competitive|Multiplayer,5,False,True,False,3,1,0.492,True,21802,False,,64.1,532,0.679,1094,22.17,0.191,3.93,71.88
SG-2087,Protocol of Legacy,Pixel Media,Action,2022-03-21,3,Monday,39.99,False,False,0,Fast-Paced|Hack and Slash|3D|Controller Support|Competitive,5,False,False,True,0,6,0.632,False,26978,False,,64.1,174,0.416,249,7.25,0.276,1.23,37.43
SG-2088,Legacy of Citadel,Ember Studios,RPG,2023-02-20,2,Monday,39.99,False,True,15,Story Rich|Fantasy|Choices Matter|Anime|PvP|Co-op,6,False,True,False,0,1,0.587,False,1684,False,,52.7,74,0.811,92,3.08,0.073,3.74,56.55
SG-2089,Inferno,Crystal Forge,Indie,2022-11-29,11,Tuesday,9.99,False,False,0,Pixel Graphics|Singleplayer|Online Co-op|Post-Apocalyptic|Management|Crafting,6,False,True,False,0,17,0.786,False,55987,True,0.151,30.1,597,0.623,3242,24.88,0.189,0.74,67.53
SG-2090,The Realm,Nexus Productions,Visual Novel,2023-12-23,12,Saturday,14.99,False,False,0,Anime|Choices Matter|Atmospheric|Fantasy|Relaxing|VR|Base Building|Open World,8,False,False,False,7,6,0.764,False,1597,True,0.165,40.1,24,0.486,32,1.0,0.236,1.88,36.53
SG-2091,The Frontier,Titan Labs,RPG,2023-07-17,7,Monday,4.99,False,False,0,Story Rich|Fantasy|Open World|Post-Apocalyptic,4,False,False,False,1,5,0.416,False,1011,False,,18.3,4,0.361,25,0.17,0.261,0.34,23.89
SG-2092,The Nexus,Crystal Media,Roguelike,2021-09-09,9,Thursday,0.0,True,False,0,Difficult|Fast-Paced|Exploration|PvE,4,False,False,False,0,2,0.65,False,1201,False,,76.8,20,0.648,72,0.83,0.144,2.32,44.97
SG-2093,Depths of Legacy,Storm Works,Action,2021-06-23,6,Wednesday,49.99,False,False,0,3D|Controller Support|Competitive|Sci-Fi|Cute|Online Co-op|Relaxing|Pixel Graphics,8,False,True,True,1,9,0.763,False,1472,False,,31.0,38,0.633,58,1.58,0.175,4.39,48.11
SG-2094,The Sanctum,Pixel Entertainment,Simulation,2023-07-18,7,Tuesday,49.99,False,False,0,Management|Sandbox|Crafting|City Builder,4,False,False,False,6,11,0.445,False,3971,True,0.083,49.6,95,0.697,160,3.96,0.093,3.57,53.96
SG-2095,Crimson Legacy,Apex Software,Platformer,2022-08-31,8,Wednesday,24.99,False,True,10,Difficult|Singleplayer|Retro|3D|Multiplayer|Cooking|Moddable,7,False,True,False,3,1,0.623,True,9135,False,,38.2,172,0.553,382,7.17,0.155,2.32,49.28
SG-2096,Protocol,Crystal Games,RPG,2023-03-04,3,Saturday,14.99,False,False,0,Choices Matter|Open World|Turn-Based|Fantasy|Narrative|Story Rich,6,False,False,False,1,3,0.374,False,6574,False,,58.3,125,0.483,194,5.21,0.206,1.87,41.49
SG-2097,The Bastion,Titan Media,Visual Novel,2023-01-29,1,Sunday,39.99,False,False,0,Narrative|Choices Matter|2D|Story Rich|Multiplayer,5,False,True,False,2,8,0.574,False,265,False,,0.0,7,0.546,21,0.29,0.177,2.45,41.35
SG-2098,Thunder Legacy,Neon Works,Strategy,2020-02-05,2,Wednesday,24.99,False,False,0,Management|Base Building|Dark|PvP|2D|Relaxing|Narrative,7,False,True,False,1,2,0.758,False,6451,False,,56.3,236,0.787,540,9.83,0.113,4.74,63.53
SG-2099,The Depths,Azure Workshop,Action,2022-06-10,6,Friday,14.99,False,False,0,Fast-Paced|Hack and Slash|3D|Controller Support|Competitive|Base Building|Sci-Fi|Story Rich,8,False,False,True,9,1,0.757,False,5179,False,,25.2,63,0.707,380,2.62,0.118,1.71,47.0
SG-2100,Eclipse of Legacy,Neon Labs,Casual,2022-01-09,1,Sunday,29.99,False,True,20,Relaxing|Cute|2D|Puzzle,4,False,False,False,0,2,0.627,False,242,False,,0.0,6,0.647,18,0.25,0.161,2.77,46.17
SG-2101,Endless Haven,Silver Collective,Simulation,2021-07-10,7,Saturday,39.99,False,True,15,Management|Sandbox|City Builder|Pixel Graphics|PvP,5,False,True,False,4,1,0.898,False,5041,False,,23.7,127,0.607,128,5.29,0.181,1.58,43.99
SG-2102,Hollow Legends,Azure Interactive,Action,2020-08-13,8,Thursday,9.99,False,True,20,Hack and Slash|3D|Competitive|Deck Building|Early Access,5,True,False,False,0,8,0.98,False,2686,False,,40.8,46,0.631,143,1.92,0.14,2.56,47.06
SG-2103,Ancient Dominion,Nova Forge,Strategy,2020-07-02,7,Thursday,39.99,False,False,0,Real-Time|Tactical|Card Game|Bullet Hell|Tower Defense|Competitive|Controller Support|3D,8,False,False,True,0,3,0.541,False,1238,False,,37.5,30,0.641,23,1.25,0.113,2.81,47.9
SG-2104,Kingdom,Nexus Labs,Indie,2023-08-16,8,Wednesday,49.99,False,False,0,Pixel Graphics|2D|Singleplayer|Retro,4,False,False,False,3,1,0.676,False,1420,False,,4.7,38,0.713,87,1.58,0.1,1.53,44.42
SG-2105,Odyssey of Haven,Silver Media,Platformer,2023-06-20,6,Tuesday,24.99,False,False,0,2D|Retro|Anime|3D,4,False,False,False,0,2,0.686,True,1050,False,,20.7,5,0.393,10,0.21,0.24,0.2,24.42
SG-2106,Legends of Rift,Iron Forge,Platformer,2020-08-20,8,Thursday,4.99,False,True,15,2D|Difficult|Retro|Narrative|Cooking|Anime|Relaxing|Souls-like,8,False,False,False,0,6,0.598,False,12046,False,,59.5,273,0.515,703,11.38,0.18,1.24,47.71
SG-2107,Wasteland of Legends,Nova Works,RPG,2021-03-19,3,Friday,14.99,False,True,10,Fantasy|Open World|Turn-Based|Co-op|Retro,5,False,True,False,1,4,0.691,True,2637,False,,48.0,18,0.378,88,0.75,0.27,0.25,24.6
